POSTE,NOM,LON,LAT,ALT,DateTime,GLO,QGLO
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-09,177,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-10,274,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-11,326,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-12,366,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-13,386,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-14,371,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-15,276,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-16,206,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-17,126,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-18,33,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-19,9,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-04-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-02,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-03,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-04,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-05,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-06,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-07,33,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-08,98,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-09,179,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-10,244,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-11,329,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-12,359,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-13,372,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-14,359,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-15,326,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-16,267,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-17,187,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-18,83,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-19,8,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-05-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-02,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-03,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-04,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-05,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-06,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-07,36,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-08,101,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-09,144,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-10,238,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-11,335,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-12,369,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-13,380,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-14,356,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-15,327,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-16,226,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-17,86,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-18,38,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-19,14,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-06-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-02,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-03,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-04,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-05,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-06,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-07,12,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-08,61,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-09,114,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-10,98,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-11,262,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-12,163,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-13,14,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-14,9,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-15,10,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-16,15,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-17,13,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-18,14,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-19,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-07-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-02,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-03,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-04,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-05,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-06,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-07,9,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-08,32,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-09,48,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-10,59,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-11,67,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-12,128,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-13,108,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-14,85,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-15,91,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-16,146,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-17,132,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-18,50,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-19,10,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-08-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-02,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-03,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-04,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-05,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-06,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-07,16,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-08,37,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-09,100,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-10,227,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-11,284,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-12,225,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-13,289,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-14,410,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-15,265,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-16,220,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-17,175,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-18,63,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-19,8,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-09-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-02,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-03,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-04,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-05,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-06,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-07,30,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-08,112,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-09,199,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-10,272,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-11,332,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-12,363,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-13,347,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-14,345,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-15,325,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-16,267,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-17,192,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-18,99,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-19,25,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-10-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-02,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-03,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-04,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-05,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-06,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-07,24,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-08,62,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-09,118,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-10,280,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-11,325,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-12,381,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-13,352,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-14,352,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-15,322,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-16,268,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-17,195,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-18,108,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-19,16,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-11-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-02,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-03,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-04,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-05,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-06,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-07,24,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-08,101,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-09,197,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-10,267,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-11,328,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-12,364,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-13,380,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-14,371,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-15,322,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-16,225,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-17,102,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-18,113,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-19,14,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-12-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-02,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-03,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-04,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-05,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-06,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-07,23,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-08,105,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-09,120,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-10,181,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-11,296,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-12,355,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-13,385,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-14,377,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-15,312,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-16,145,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-17,63,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-18,31,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-19,10,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-13-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-02,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-03,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-04,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-05,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-06,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-07,22,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-08,104,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-09,198,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-10,272,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-11,323,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-12,314,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-13,302,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-14,263,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-15,332,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-16,274,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-17,161,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-18,63,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-19,25,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-20,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-21,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-22,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-14-23,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-15-00,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-15-01,0,t
97418110,GILLOT-AEROPORT,55.524,-20.889,8,2019-01-15-02,0,t
